id,modulo,pergunta,opcoes,correta,comentario
T246,Módulo II – Dosimetria I,"De acordo com o AAPM Task Group 51 (o protocolo para dosimetria de referência para feixes de fótons e elétrons de alta energia), a leitura bruta da câmara de ionização precisa ser corrigida para _____.",Temperatura e pressão|Eficiência de coleta de íons incompleta|Fator de calibração do eletrômetro|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,Temperatura e pressão,
T247,Módulo II – Dosimetria I,"De acordo com o AAPM Task Group 51, a dosimetria de referência clínica deve ser realizada em um simulador _____.",Água|Poliestireno|Acrílico|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,Água,
T248,Módulo II – Dosimetria I,Qual dos seguintes é/são característica(s) de dosímetros luminescentes opticamente estimulados (OSLD)?,OSLD só pode ser lido uma vez.|O desvanecimento do sinal ocorre após a irradiação.|A leitura de OSLD ocorre sob condições de alta temperatura.|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira.,OSLD só pode ser lido uma vez.,
T249,Módulo II – Dosimetria I,"Dado que I0 é a intensidade da luz antes de passar por um filme e I é a intensidade da luz depois de passar por um filme, como é definida a densidade óptica (OD)?",Log10(I0 + I)|Log10(I0 - I)|Log10(I0 × I)|Log10(I0/I)|Log10[(I0 + I ) / (I0 - I )],Log10(I0 + I),
T250,Módulo II – Dosimetria I,"Em um feixe de fótons de megavoltagem, KERMA é maior que a dose _____",na região de buikdup|além do ponto de equilíbrio eletrônico|em dmax|além da faixa máxima de elétrons secundários|Nenhuma das opções acima é verdadeira.,na região de buikdup,
T251,Módulo II – Dosimetria I,O número (dN) de partículas incidentes em uma esfera de área de seção transversal (dA) é o _____.,Dose absorvida|Fluência|Fluência de energia|Poder de parada linear|Stopping Power em massa,Dose absorvida,
T252,Módulo II – Dosimetria I,Qual dos seguintes é uma DESVANTAGEM dos dosímetros luminescentes opticamente estimulados (OSLD)?,Eles têm dependência de dose não linear.|Eles não podem fornecer dosimetria em tempo real.|Eles são dependentes de energia na faixa de energia do fóton MV.|Eles são sensíveis à taxa de dose.|Eles são sensíveis à temperatura.,Eles têm dependência de dose não linear.,
T253,Módulo II – Dosimetria I,A maneira mais prática de medir a dose de radiação no marcapasso é com _____.,um medidor de nêutrons|uma câmara de ionização cilíndrica|uma câmara de extrapolação|filme radiocrômico|um dosímetro luminescente estimulado opticamente,um medidor de nêutrons,
T254,Módulo II – Dosimetria I,"No Task Group 51 da AAPM, o fator de correção para a leitura da câmara bruta para eficiência de coleta incompleta é _____.",Pion|PTP|Pelec|Ppol|Mraw,Pion,
T255,Módulo II – Dosimetria I,"Se os valores de transmissão para filmes radiocrômicos expostos a 0 cGy e 275 cGy são 5000 e 500, respectivamente, qual é a densidade óptica líquida correspondente a 275 cGy?","0,55|1,00|1,26|2,00|Isso não pode ser determinado a partir das informações fornecidas.","0,55",
T256,Módulo II – Dosimetria I,Qual detector é mais preciso para medições dosimétricas de campos de fótons pequenos (entre 1x1 e 3x3 cm2)?,"Câmara de placas paralelas|Câmara farmer|Câmara de ionização free air|Câmara, tipo poço|Diodo de silício",Câmara de placas paralelas,
T257,Módulo II – Dosimetria I,Colocar um único dosímetro in vivo no ponto de prescrição para um tratamento de TCE pode verificar que _____.,o paciente está próximo ao SSD pretendido|o médico prescreveu a dose correta|a homogeneidade da dose é a esperada|Todas as afirmativas acima são verdadeiras.|Nenhuma das opções acima é verdadeira,o paciente está próximo ao SSD pretendido,
T258,Módulo II – Dosimetria I,O portal dosimérico é realizada usando _____.,um detector de imagem MV|um detector de imagem kV|uma matriz de diodos|uma matriz de câmara de ionização|um diodo luminescente estimulado opticamente,um detector de imagem MV,
T266,Módulo III – Dosimetria II,"Os fatores de saída medidos com uma câmara convencional estilo Farmer para campos pequenos (0,5 x 0,5 cm2 - 2 x 2 cm2) resultarão em doses administradas que são _____ .",Superior ao esperado|Abaixo do esperado|Como esperado|Isso não pode ser determinado a partir das informações fornecidas.,Superior ao esperado,"Comentário: A medida rendimento será menor do que o rendimento verdadeiro devido ao fato de que parte da câmara de íons estará na penumbra dos campos. Portanto, a MU calculada e a dose entregue serão maiores do que o esperado."
T267,Módulo III – Dosimetria II,"Espera-se que um acelerador linear forneça 1 cGy/MU a uma taxa de dose de 300 MU/min para um tratamento 3DCRT. No entanto, ele realmente fornece 1 cGy/MU a 303 MU/min. A dose realmente administrada aos pacientes será, como resultado, _____.",3% baixo|1% baixo|correto (nenhum erro na dose será entregue)|1% alto|3% de alta,3% baixo,"Comentário: Uma unidade monitora representa a quantidade de carga registrada na câmara de ionização montada na cabeça do acelerador linear, que se correlaciona com uma dose de 1 cGy entregue a um fantoma de água em condições de referência.  Quando a taxa de dose (MU/min) mudar, o tempo de tratamento mudará de acordo.  Se a MU correta for entregue durante o tratamento, a dose entregue estará correta. O MU/min no linac durante a entrega tratamento varia um pouco (para 300 MU/min, algo como 300 +3 MU). É por isso que um tratamento linac é medido em MU, não com um temporizador. A teleterapia de cobalto for, a taxa de dose (cGy/min) é constante durante uma sessão de tratamento, razão pela qual um temporizador pode ser usado."
T268,Módulo III – Dosimetria II,A ferramenta mais adequada para medir o fator de saída para um corte de elétrons de baixa energia 10 x 10 cm2 é _____.,um medidor de levantamento|uma câmara de ionização cilíndrica|uma câmara de ionização de placas paralelas|filme radiográfico|um dosímetro termoluminescente,um medidor de levantamento,
T269,Módulo III – Dosimetria II,"No Task Group 51 da AAPM, o fator de correção para a leitura da câmara bruta para eficiência de coleta incompleta é _____.",Pion|PTP|Pelec|Ppol|Mraw,Pion,
T270,Módulo III – Dosimetria II,"Se um feixe de 6 MV é calibrado 1 cGy = 1 MU em d = 1,5 cm, 100 cm SAD, mas as tabelas de dados do feixe são acidentalmente rotuladas como 1 cGy = 1 MU em d = 1,5 cm, 100 cm SSD. Como resultado deste acidente, a dose administrada será sistematicamente _____ do que o esperado. R. 1,5% mais","1,5% menos|3% mais|3% menos|Não se pode dizer a partir dos dados fornecidos.","1,5% menos","Comentário: A d = 1,5 cm, 100 SSD, 1 MU entregará 0,97 cGy devido à lei do inverso do quadrado da distância. Se as tabelas de dados informarem indevidamente que 1 cGy está sendo entregue nessas condições, cada cálculo de MU resultará em uma dose entregue 3% menor do que o esperado."
T271,Módulo III – Dosimetria II,Qual dos seguintes testes de dosimetria em comissionamento seria mais útil para determinar o limite para o número mínimo de unidades monitoras permitidas para um subcampo individual dentro de uma entrega step-and-shoot?,calibração de saída da máquina|constância do perfil do feixe|Linearidade MU|saída vs. ângulo do gantry|Velocidade MLC,Linearidade MU,Comentário: Os testes de linearidade MU determinariam as unidades mínimas de monitores entregues nas quais a razão de dose para as unidades monitoras é consistente.
T272,Módulo III – Dosimetria II,"Para feixes de fótons de megavoltagem, à medida que a energia aumenta, o comprimento da região de buildup _____ e a dose de superfície em relação a dmax _____.",aumenta; aumenta|aumenta; diminui|aumenta; continua o mesmo|diminui; aumenta|diminui; diminui,aumenta; aumenta,
T283,Módulo III – Dosimetria II,"Na região de buildup do feixe de fótons, há _____ equilíbrio de partículas carregadas e o tamanho da região de buildup _____ à medida que a energia do feixe aumenta.",transiente; aumenta|transiente; diminui|falta de; aumenta|falta de; diminui|cheio; diminui,transiente; aumenta,
T284,Módulo III – Dosimetria II,"Dadas as doses pontuais máximas (Dmax) e mínimas (Dmin) em um perfil de feixe dentro dos 80% centrais do campo, calcula-se a ______ do feixe usando (Dmax - Dmin) / (Dmax + Dmin) x 100.",Porcentagem de dose de profundidade|Proporção máxima de tecido|Simetria|Planura|razão fora do eixo,Porcentagem de dose de profundidade,
T285,Módulo III – Dosimetria II,A energia de um feixe de elétrons cujo nível de ionização de 90% ocorre a 5 cm de profundidade é _______ .,6 MeV|9 MeV|12 MeV|16 MeV|20 MeV,16 MeV,"Comentário: A regra geral é que a ionização de 90% ocorre em E/3.2.  Neste caso, E/3,2 = 5 cm. Portanto, E = 3,2 x 5 = 16 MeV."
T286,Módulo III – Dosimetria II,"Estime a profundidade de 90% de um feixe de elétrons de 10x10 cm2 9 MeV levando em consideração o fato de que ele percorre 0,5 cm de bolus antes de entrar no paciente.","1,80 cm|2,30 cm|2,80 cm|4,00 cm|4,50 cm","1,80 cm","Comentário: A profundidade de  90% de um feixe  de elétrons  é aproximadamente a energia dividida por 3,2, então para um 9 Feixe de MeV, 9 / 3,2 = 2,8 cm. Se o feixe atravessar 0,5 cm de bolus, a profundidade no paciente será de 2,8 - 0,5 = 2,3 cm."
T287,Módulo III – Dosimetria II,"A melhor energia de elétrons para tratar um alvo que está entre 1,5 cm e 2,5 cm abaixo da superfície enquanto poupa outro tecido é _____.",6 MeV|9 MeV|12 MeV|15 MeV|20 MeV,6 MeV,"Comentário: A profundidade do lado distal da linha de isodose de 90% pode ser aproximada como E/3.2 da energia de elétrons. Assim, um feixe de 9 MeV tratará aproximadamente 2,8 cm."
T288,Módulo III – Dosimetria II,"À medida que a energia do elétron aumenta, a distância entre PDD(80) e PDD(20) _____ e a contaminação por fótons _____.",aumenta; aumenta|diminui; aumenta|aumenta; diminui|diminui; diminui|Não há informações suficientes para responder à pergunta.,aumenta; aumenta,
T331,Módulo IV – Dosimetria III,Qual das opções a seguir corresponde corretamente ao ângulo de cunha WA (Wedge Angle) e ângulo de articulação HÁ (Hingle Angle) para um arranjo de par de cunhas?,WA: 30° HA: 60°|WA: 45° HA: 90°|WA: 30° HA: 90°|WA: 45° HA: 60°|WA: 30° HA: 45°,WA: 30° HA: 60°,Comentário: O ângulo de articulação é calculado: HA = 180° - 2 x WA.  Aqui: HA = 1800 - (2 x 45°) = 90°.
T332,Módulo IV – Dosimetria III,O percentual de dose profunda (PDD) de um campo 10 x 20 cm2 deverá ser similar ao campo quadrado equivalente de _______ cm2.,"11,1 x 11,1 cm2|12,2 x 12,2 cm2|13,3 x 13,3 cm2|14,4 x 14,4 cm2|15,5 x 15,5 cm2","11,1 x 11,1 cm2",Resolução:
T333,Módulo IV – Dosimetria III,Para os parâmetros apresentados ______ não afeta a dose na pele em feixes de megavoltagem quando tratado com um simples campo aberto usando a técnica SSD.,Energia|Tamanho de campo|Separações no paciente|SSD|Ângulo de Obliquidade,Energia,"Comentário: A dose da pele diminui com o aumento da energia dos fótons.   A dose da pele aumenta com o aumento do tamanho do   campo devido ao aumento dos elétrons espalhados nos colimadores.  Aumentando a distância entre o colimador e a pele, o incidente de fluência eletrônica na pele é reduzido por causa da divergência, bem como absorção e dispersão de elétrons no ar.  A dose da pele aumenta com o ângulo de incidência."
T334,Módulo IV – Dosimetria III,_____ Vai reduzir a dose integral para pacientes quando tratados por feixes MV,Diminuindo a energia do feixe MV|Aumentando o comprimento do caminho do feixe para o alvo|Diminuindo as margens de campo para tratamento|Todas as alternativas acima são verdadeiras|Nenhuma das opções acima são verdadeiras,Diminuindo a energia do feixe MV,"Comentário: Menor energia do feixe ou aumento do comprimento do caminho, ambos resultam em doses mais altas para os tecidos de entrada 4º, portanto, maior dose integral.  A diminuição das margens do campo de tratamento diminuirá a quantidade de tecido irradiado e, portanto, diminuirá a dose integral."
T335,Módulo IV – Dosimetria III,"O fator espalhamento do colimador, Sc, não depende de _________.",Confecção da fonte|Confecção do filtro aplanador|Configurações de colimador|Confecção do fantoma|Energia do feixe,Confecção da fonte,"Comentário: Sc é afetado pelos itens que afetam a quantidade de espalhamento proveniente do cabeçote da máquina, ou seja, a fonte, o filtro de achatamento e os da Jaws. Sc também é uma função de energia de feixe. Um fantasma é usado para medições de Sρ."
T336,Módulo IV – Dosimetria III,Um filtro dinâmico _______.,Tem o dedo do pé mais próximo do Jaws em movimento|Aumenta a energia média do feixe em relação a um campo aberto|Necessita da mais UM em relação a um campo aberto|Todas as alternativas acima são verdadeiras|Nenhuma das opções acima é verdadeira,Tem o dedo do pé mais próximo do Jaws em movimento,"Comentário: Um filtro dinâmico requer mais MU do que um campo aberto porque parte do campo é bloqueada pela mandíbula durante a entrega do feixe.  O ""dedo do pé"" do filtro é o lado que recebe mais radiação, por isso ocorreria no lado mais próximo da mandíbula fixa.  Um filtro dinâmico não aumenta consideravelmente a energia média do feixe, embora um filtro físico o faça."
T337,Módulo IV – Dosimetria III,"A dose no isocentro (100 cm SAD) a uma profundidade de 7cm é 300 cGy para um campo único de fótons. Dadas as seguintes TMR`s, _______ é a dose à profundidade de 4cm. TMR (d = 3) = 0,975 TMR (d = 4) = 0,949 TMR (d = 7) = 0,862 TMR (d = 11) = 0,746",290 cGy|311 cGy|320 cGy|340 cGy|351 cGy,351 cGy,"Resolução: Conhecendo a dose em um ponto, você pode calcular a dose em qualquer outro ponto usando a lei do inverso do quadrado da distância e a razão de TMRs. Neste caso, a distância de ponto de origem (SPD) a uma profundidade de 4 cm é de 97 cm. Portanto: Dd=4 = Dd=7 x (100/97)2 x (TMR(d=4)/TMR(d=7)) = 351 cGy."
T338,Módulo IV – Dosimetria III,"A dose na profundidade de 8 cm é 400 cGy para um campo simples de fótons à 100 cm em SSD. _____ é a dose a profundidade de 3 cm. PDD (d = 3) = 95% PDD (d = 4) = 86,5% PDD (d = 8) = 74.5% PDD (d = 11) = 63,5%",313 cGy|460 cGy|510 cGy|536 cGy|565 cGy,510 cGy,"Resolução: Para tratamentos SSD ao usar PDDs, conhecendo a dose em um ponto, você pode calcular a dose em qualquer outro ponto usando a razão de PDDs. Portanto: Dd=3 =Dd=8 x (PDD(d=3)/PDD(d=8)) = 510 cGy."
T339,Módulo IV – Dosimetria III,"Calcule a UM por campo necessário para entregar 250 cGy no isocentro, localizado na profundidade do ponto médio a 10 cm com pesos iguais em campos paralelos opostos com feixe de 6MV de raios-X. O tamanho de campo é 14 x 14 cm2, bloqueado ao campo equivalente 8 x 8 cm2 com o MLC. Use as seguintes informações: Condições de referência 1,0 cGy/UM, dmáx, 100 cm SAD, 10 x 10 cm2 abertura de campo.",136|154|163|308|326,136,Resolução:
T340,Módulo IV – Dosimetria III,_____ exigiria uma DIMINUIÇÃO na UM para entregar a mesma dose ao centro de um campo simples de fótons?,Aumentando o tamanho do campo do colimador|Trocar de MLC para blocos físicos|Aumentando o SSD|Todas as alternativas acima são verdadeiras|Nenhuma das opções acima é verdadeira.,Aumentando o tamanho do campo do colimador,
T341,Módulo IV – Dosimetria III,"Combine os três perfis a seguir, tomados em dmax, com a energia associada e o modo de filtro (FFF = sem filtro aplanador):",I = 6X		II = 6X-FFF		III = 10X-FFF|I = 6X-FFF		II = 6X			III = 10X-FFF|I = 6X		II = 10X-FFF		III = 6X-FFF|I = 10X-FFF		II = 6X-FFF		III = 6X|I = 6X-FFF		II = 10X-FFF		III = 6X,I = 6X		II = 6X-FFF		III = 10X-FFF,
T342,Módulo IV – Dosimetria III,O fator F de Mayneord é responsável por uma mudança no PDD com uma mudança de SSD com base em uma aplicação de _______ .,contaminação eletrônica|lei do inverso do quadrado da distância|espalhamento|atenuação|todas as opções acima,lei do inverso do quadrado da distância,Comentário: O fator F Mayneord corrige a mudança no PDD à medida que o SSD é alterado por uma aplicação rigorosa da lei do inverso do quadrado da distância sem considerar mudanças na dispersão.
T343,Módulo IV – Dosimetria III,O Jaws superior do campo espinhal posterior para tratamento de CSI é de 10 cm. Um ângulo de graus do colimador é necessário para os campos cerebrais laterais (100 SAD) para explicar a divergência do campo espinhal.,2.9|5.7|7.1|100|13.4,2.9,"Comentário: Os ângulos do colimador precisarão ser Ɵ = tan-1 (10/100) = 5,7 graus."
T344,Módulo IV – Dosimetria III,"Qual das seguintes grandezas, se houver, será alterada pela adição de uma máscara de chumbo que bloqueia uma porção significativa de um feixe de raios X superficial de 100 kVp usando um cone de 4 cm?","Rendimento e HVL|Rendimento e PDD|PDD e HVL|Rendimento, PDD e HVL|Nenhuma dessas gradezas mudará.",Rendimento e HVL,"Comentário: A saída será reduzida porque o fator de espalhamento traseiro é menor para um feixe menor. Como de costume, o PDD a qualquer profundidade será menor para um feixe menor. A HVL depende das características do tubo e do gerador, kV e filtração, nenhuma das quais foi alterada."
T345,Módulo IV – Dosimetria III,Um cálculo de MU de cérebro inteiro usa raios-x de 6 MV paralelos igualmente ponderados a 100 cm em SAD com uma configuração de colimador de 17 × 20 cm2 com uma pequena quantidade de MLC para proteger os olhos. A prescrição é de 300 cGy por fração até a profundidade do plano médio. A separação no eixo central é de 16 cm. Qual dos seguintes erros de cálculo teria o maior efeito na UM?,usando uma configuração de 100 SSDs|usando tabelas de dados de 18 MV em vez de 6 MV|falha em dividir a separação pela metade|falha em dividir a dose por fração pela metade|falha em considerar o bloqueio de MLC e ar dentro dos campos de tratamento,usando uma configuração de 100 SSDs,"Comentário: Não dividir a dose total por dois dobra o MU para cada campo. Os outros erros também afetam o MU calculado, mas em menor grau."
T346,Módulo IV – Dosimetria III,"Um paciente é tratado com um único campo, SSD = 100 cm. A prescrição é de 300 cGy/fração a 5 cm de profundidade. Qual é a dose (cGy)/fração a 10 cm de profundidade? Dado PDD (5 cm) = 87,0; PDD (10 cm) = 67,0.",210|231|254|355|390,210,
T347,Módulo IV – Dosimetria III,"Um único campo fornece uma dose D1 a uma profundidade de referência de d1. Os valores de TMR nas profundidades d1 e d2 são TMR (d1) e TMR (d2), respectivamente. A dose na profundidade de d2, D2, pode ser calculada a partir de _____.",D1 × TMR(d2) / TMR(d1)|D1 × TMR(d1) / TMR(d2)|D1 × TMR(d2) / TMR(d1) × [(SSD+d2) 2 / (SSD+d1) 2]|D1 × TMR(d2) / TMR(d1) × [(SSD+d1) 2 / (SSD+d2) 2]|D1 × TMR(d1) / TMR(d2) × [(SSD+d1) 2 / (SSD+d2) 2],D1 × TMR(d2) / TMR(d1),"Comentário: TMR é a razão da taxa de dose em um determinado ponto do fantoma para a taxa de dose na mesma distância de ponto de origem e na profundidade de referência da dose máxima. Ele leva em conta a contribuição de espalhamento na profundidade d em relação ao that no DM, e a atenuação do feixe primário para a espessura (d-dm).  A lei do inverso do quadrado tem que ser aplicada no cálculo da dose em d2 da dose em d1."
T348,Módulo IV – Dosimetria III,"O seguinte campo espinhal deve ser combinado com campos cranianos laterais para irradiação crânio-espinhal. Se cada marca de hash na retícula for igual a 1 cm a 100 cm SAD, qual deve ser o ângulo do colimador para os campos laterais opostos?",±1.70|±4.50|±7.40|±14.60|Não há informações suficientes para responder à pergunta,±1.70,"Comentário: O Jaws Y2 é o limite espinhal os campos cranianos.  Os campos cranianos exigiriam, portanto, um ângulo de colimadores de arctan (13 cm/100 cm) = 7,4°."
T349,Módulo IV – Dosimetria III,Dois campos simétricos adjacentes de igual tamanho são usados ​​para cobrir uma medula espinhal com 60 cm de comprimento. Qual é o espaço na superfície do paciente entre os dois campos se eles se encontrarem a uma profundidade de 5 cm? Assuma o mesmo valor de SSD = 95 cm para ambos os campos.,"0,25 cm|0,50 cm|0,75 cm|1,50 cm|3,00 cm","0,25 cm","Comentário: Gap de pele = 0,5 x 30 x (d/SAD) + 0,5 x 30 x (d/SAD) = 30 x 5 / 100 = 1,5 cm."
T350,Módulo IV – Dosimetria III,Qual dos seguintes parâmetros afeta o percentual de dose profunda de fótons?,SSD|profundidade|tamanho do campo|energia do feixe|Todos os itens acima afetam a dose de profundidade percentual de fótons.,profundidade,"Comentário: O PDD aumenta com o aumento do SSD, tamanho do campo e energia do feixe. O PDD diminui com a profundidade."
T351,Módulo IV – Dosimetria III,"A penumbra de fótons aumenta à medida que o SSD _____ e, para energias de fótons acima de 6 MV, aumenta à medida que a energia do feixe de MV _____. A.",diminui; aumenta|diminui: permanece o mesmo|permanece o mesmo; aumenta|aumenta; aumenta,diminui; aumenta,"Comentário: O aumento da penumbra com energia deve-se ao aumento da gama de elétrons secundários criados a partir dos fótons de maior energia.  Penumbra realmente diminui à medida que a energia aumenta até cerca de 6 MV, e então começa a aumentar novamente.  A penumbra mínima ocorre em cerca de 4-6 MV."
T352,Módulo IV – Dosimetria III,"Comparar a dose com dois pontos na mesma profundidade, em lados opostos e equidistantes do eixo central, em um perfil de feixe de fótons é uma medida de feixe _____.",Planura|simetria|penumbra|qualidade|E Nenhuma das opções acima é verdadeira.,simetria,Comentário: A simetria do feixe refere-se ao perfil do feixe ser o mesmo em cada lado do eixo central do feixe.  O achatamento é medido encontrando os valores máximos e mínimos de dose em um perfil de feixe dentro da central de 80% do feixe.  Penumbra é uma medida da queda entre os ombros de 80% a 20% de dose de um perfil de feixe.
T353,Módulo IV – Dosimetria III,"À medida que o SSD aumenta, o PDD _____ e o TMR _____.",aumenta; aumenta|aumenta; continua o mesmo|diminui; aumenta|diminui; continua o mesmo|diminui; diminui,aumenta; aumenta,"Comentário: O PDD incorpora mudanças na lei do inverso do quadrado da distância, atenuação do feixe e espalhamento assim que o SSD aumenta, o PDD aumenta. No entanto, o TMR é apenas uma medida de atenuação e espalhamento de feixe, de modo que à medida que o SSD aumenta, o TMR permanece o mesmo. Use as seguintes informações para as próximas duas perguntas: 230 MU são entregues para tratamento prescrito a uma profundidade de 5 cm com um único campo de 6 MV a 100 cm SSD. Nessas condições, o PDD = 87,0%."
T354,Módulo IV – Dosimetria III,"Calcule o PDD para uma profundidade de 5 cm, SSD de 120 cm e o mesmo tamanho de campo na superfície. R. 84%",86%|88%|90%|92%,86%,"Resolução: O	 fator F Mayneord pode ser usado para o cálculo do PDD no novo SSD: P(d, r, f2 ) / P (d, r, fl) = (f2 + dm)2 / (f1 + dm)2 (f1 + d) 2 / (f2 + d)2 = (120 + 1,5)2 / (100 + 1,5)2 x (100 + 5)2 / (120 + 5)2 = 1,011 Utilizando o fator Mayneord F, o PDD para 120 cm SSD = 87% x 1,011= 88%."
T355,Módulo IV – Dosimetria III,"Calcule a MU para entregar a mesma dose a uma profundidade de 5 cm, para um SSD de 120 cm, e o mesmo tamanho de campo na superfície. Ignore as alterações no fator de espalhamento do colimador.",230|276|326|330|333,230,"Resolução: Quando o SSD aumenta, a taxa de dose em dmax, diminui após 1/N, e o PDD aumenta devido aos efeitos da lei do inverso do quadrado da distância. A dose/MU em.  Alterações por: (100 + 1,5)2 / (120 + 1,5)2 = 0,698.  O PDD para 120 cm SSD muda pelo Mayneord Fator F: (120 + 1,5)2 / (100 + 1,5)2 x  (100 + 5)2/ (120 + 5)2 = 1,011.  O novo MU por 120 cm SSD = 230 MU / (0,698 x 1.011) = 326 MU."
T356,Módulo IV – Dosimetria III,"Chifres nos perfis de feixe de fótons são mais pronunciados para fótons _____ MV, _____ tamanhos de campo, em _____ profundidades.",15; pequeno; pequena|15; grande; profundo|6; grande; profundo|6; grande; pequena|6; pequeno; pequena,15; pequeno; pequena,"Comentários: As especificações padrão de linac geralmente exigem que o F esteja dentro de +3% a uma profundidade de 10 cm na água. Feixes de fótons de baixa energia e grande porte têm energias eficazes mais baixas em direções fora do eixo, e têm mais contribuição de dose dispersa para o centro do campo à medida que a profundidade aumenta. O cumprimento dos critérios de achatamento de 3% do feixe a 10 cm de profundidade resulta em ""over achating"", ou ""chifres"", em profundidades rasas. Este efeito é mais significativo para feixes de maior porte de campo."
T357,Módulo IV – Dosimetria III,"A dose no isocentro (SAD de 100 cm), a uma profundidade de 10 cm, é 200 cGy de feixes anteroposteriores paralelos igualmente ponderados. Assumindo que a separação do paciente é de 20 cm, qual é a dose a uma profundidade de 5 cm da superfície anterior dadas as seguintes TMRs? TMR (d = 1.5) = 1.000 TMR (d = 5) = 0.920 TMR (d = 10) = 0.780 TMR (d = 15) = 0.640 TMR (d = 20) = 0.520",202 cGy|205 cGy|208 cGy|211 cGy|215 cGy,205 cGy,"Resolução: Conhecendo a dose em um ponto, você pode calcular a dose em qualquer outro usando a lei quadrada inversa e a razão de TMRs. Cada feixe entrega 100 cGy a uma profundidade de 10 cm. A partir do AP, a distância de ponto de origem é de 95 cm, e do PA, a distância de ponto de origem é  de 105 cm. Portanto: Dant=5={Dd=10 de AP x (100 / 95)2 x [TMR(d = 5) / TMR(d=10)} Beam AP + {Dd=10 de PA X (100 / 105)2 x [TMR(d = 15) / TMR(d = l 0)}PA beam = 205 cGy."
T358,Módulo IV – Dosimetria III,"Um feixe de 6 MV é calibrado de modo que 1 MU = 1 cGy a 1,5 cm de profundidade e a 100 cm SSD. Feixes anteroposteriores paralelos igualmente ponderados, cada um com SSD de 100 cm, são usados para fornecer 200 cGy à linha média. A separação do paciente é de 20 cm. Qual é a dose máxima dada aos seguintes PDDs? PDD (d =1.5) = 100% PDD (d = 5) = 86% PDD (d =10) = 66% PDD (d =18.5) = 41% PDD (d = 20) = 38%",151 cGy|200 cGy|205 cGy|214 cGy|227 cGy,151 cGy,
T359,Módulo IV – Dosimetria III,"Calcule a MU por feixe necessário para entregar 300 cGy ao isocentro (SAD de 100 cm), localizado a uma profundidade do plano médio de 7 cm de raios-x paralelos-opostos de 6 MV igualmente ponderados. A configuração do Jaws é de 12x12 cm2, bloqueada para um tamanho de campo equivalente a 7x7 cm2 com MLC. Use as seguintes informações",170|175|178|189|192,170,"Resolução: Para cálculos de MU de fótons isocentéricos, a fórmula é: MU = dose/número de campos) / [saída de referência x SC(CS) x Sp(US) x TMR(d, FS) x fatores de transmissão]. O SC utiliza a configuração do colisor (CS) de l2x12 cm2 e o Sp e TMR usam o tamanho do campo (FS) de 7x7 cm2 O TMR será para uma profundidade de 7 cm, a profundidade da prescrição. Uma vez que os modificadores de feixe são MLC e não há cunhas, os fatores de transmissão são = 1,0. Portanto;"
T360,Módulo IV – Dosimetria III,"Calcule a MU para entregar 250 cGy/fração para a linha de isodose de 90% com elétrons de 16 MeV em 100 cm de SSD usando um recorte de 10x7 cm2 em um cone de 10x10 cm2. O fator de saída para esse cone/inserção em SSD de 100 cm é 0,985.",221|253|273|277|282,221,"Resolução: MU	 = [dose por fração / (linha de isodose/100%)] / (fator de saída) = (250 / 0,9) / 0,985 = 282. Use a imagem a seguir de um fantoma de qualidade de imagem AAPM TG-142 com uma retícula digital sobreposta para as próximas duas perguntas."
T361,Módulo IV – Dosimetria III,Por que os pares de linhas fantomas estão orientados em um ângulo de 45 graus em relação à retícula?,Isso é para maximizar a área testada do imager.|O fantoma não deve ser visualizado com esta rotação.|Isso é para evitar artefatos de interferência/aliasing devido à construção do painel do imager.|O software de análise do fornecedor requer um conjunto de imagens giradas.|Nenhuma das opções acima é verdadeira.,Isso é para maximizar a área testada do imager.,Comentários: Os imagers são construídos como grades com resolução finita e espaçamento detector/pixel. Artefatos de interferência (também chamados de aliasing) podem ocorrer para determinadas combinações de par de linhas e ampliação se sobrepostos na mesma orientação que as linhas e colunas do imager.
T362,Módulo IV – Dosimetria III,"Este fantoma pode ser usado para todos os seguintes testes de imagem, EXCETO _____.",resolução|contraste|espessura de corte|ruído|dimensionamento,resolução,"Comentários: Trata-se de um fantasma de imagem planar e não usado para avaliar a espessura da fatia, que é uma propriedade de imagens volumosas (3D)."
T363,Módulo IV – Dosimetria III,Testes para verificar a coincidência dos isocentros kV e MV podem ser realizados com _____.,uma câmara de ionização|um tanque de água|um cubo com um pequeno bb colocado em seu centro|uma tela fluorescente|um fantoma CTDI,uma câmara de ionização,"Comentários: Ao visualizar o cubo de quatro direções independentes usando o portal MV e imagens de kV montadas em pórtico, pode-se medir o desvio do kV do isocenter MV."
T364,Módulo IV – Dosimetria III,"De acordo com a AAPM TG-142, qual dos seguintes critérios NÃO tem tolerâncias mais rígidas para SRS/SBRT sobre IMRT?",lasers de localização|indicadores de posição da mesa de tratamento|coincidência de campo de luz/radiação|coincidência de radiação e isocentro mecânico|Todas as tolerâncias acima são mais apertadas para SRS/SBRT sobre IMRT.,lasers de localização,"Comentários: As tolerâncias de coincidência do campo de luz/radiação, tanto simétricas quanto assimétricas, são as mesmas tanto para o SRS/SBRT quanto para o IMRT. Essas tolerâncias são de 2 mm ou 1% de um lado (simétrico), l mm ou 1% de um lado (assimétrico)."
